Nombre,Latitud,Longitud
21 DE MARZO,20.6273402,-103.3762154
21 DE MARZO,20.65661,-105.2120433
21 DE MARZO,20.682321,-103.361305
21 DE MARZO,20.7237203,-103.3501597
21 DE MARZO,20.7345,-102.450972
21 DE MARZO,20.9569723,-103.7353333
21 DE MARZO,21.9883055,-103.5653056
22 DE DICIEMBRE,20.507753,-103.191307
24 DE AGOSTO DE 1824,20.5084877,-103.3673698
24 DE FEBRERO,20.727803,-102.860544
24 DE FEBRERO,20.2203334,-104.3273333
24 DE FEBRERO,20.6443966,-103.3071386
24 DE FEBRERO,20.7158831,-103.3396539
24 DE FEBRERO,20.9158611,-103.1266111
24 DE FEBRERO,21.2092778,-103.7179445
24 DE FEBRERO,21.2816109,-102.6887777
24 DE FEBRERO,21.3011389,-102.0375834
24 DE FEBRERO,22.0408056,-103.7350833
26 DE MARZO DE 1913,19.8098061,-102.948861
27 DE SEPTIEMBRE,19.476614,-103.308691
28 DE NOVIEMBRE DE 1911,20.6361264,-103.4704425
30 DE ABRIL,20.1408333,-104.2143333
5 DE FEBRERO,19.74575,-103.330389
5 DE FEBRERO,19.8844999,-103.8868333
5 DE FEBRERO,20.4787222,-102.7217222
5 DE FEBRERO,20.670389,-102.7700557
5 DE FEBRERO,20.75971,-103.329866
5 DE FEBRERO,20.8033332,-104.5485277
5 DE FEBRERO,20.8395536,-103.3278344
5 DE FEBRERO,21.6224166,-101.9627223
5 DE FEBRERO,21.6343057,-102.0060557
5 DE MAYO,19.5662778,-103.8655277
5 DE MAYO,19.6080277,-104.9208889
5 DE MAYO,19.61,-103.2261111
5 DE MAYO,19.768861,-104.41275
5 DE MAYO,20.0869446,-105.3896111
5 DE MAYO,20.0948333,-104.2758055
5 DE MAYO,20.1178057,-103.3492499
5 DE MAYO,20.2203611,-103.9463611
5 DE MAYO,20.440365,-103.914998
5 DE MAYO,20.4433333,-102.4244722
5 DE MAYO,20.4629721,-105.0981668
5 DE MAYO,20.5646111,-104.8307222
5 DE MAYO,20.6196389,-103.0463332
5 DE MAYO,20.6461111,-102.6813889
5 DE MAYO,20.6743889,-102.5086945
5 DE MAYO,20.696739,-103.967578
5 DE MAYO,20.8044444,-104.7962501
5 DE MAYO,21.047062,-103.5497141
5 DE MAYO,21.1377778,-103.95
5 DE MAYO,21.4417222,-102.6626667
5 DE MAYO,21.6309696,-101.6494815
5 DE MAYO,22.0605556,-103.5780556
5 DE MAYO,22.1188889,-103.7411111
5 DE MAYO,22.2630832,-103.23025
5 DE MAYO DE 1862,20.764202,-103.389607
5 DE MAYO DE 1862,20.8208381,-102.7676121
5 SURESTE MAZAMITLA,19.917062,-103.020163
6 DE DICIEMBRE DE 1810,20.69466,-103.329329
6 DE ENERO,20.0329168,-104.2973056
8 DE SEPTIEMBRE,20.5071166,-103.368102
AARON SAENZ GARZA,19.6788201,-103.2346786
ABEL AYALA,20.6613947,-103.3371653
ABEL AYALA,20.6730828,-103.3334379
ABEL ROBLES RODRIGUEZ,20.6585655,-103.2779234
ABEL SALGADO VELASCO,20.729913,-103.356571
ABRAHAM GONZALEZ,20.4860997,-103.2461204
ABRAHAM GONZALEZ,21.2414998,-102.5949444
ABRAHAM GONZALEZ RIVERA,20.7759792,-102.9097731
ACADEMIA DE POLICIA,20.6442503,-103.2804174
ACADEMIA MUNICIPAL SAN PEDRO TLAQUEPAQUE,20.641033,-103.313629
ACCESO A LA BARRANCA,20.705857,-103.283052
ACOLMIZTLI,19.546727,-103.377065
ADALBERTO NAVARRO SANCHEZ,20.6473301,-103.2902554
ADAN URIBE LUNA,19.7761,-104.3614968
ADMON ALMACEN GENERAL,20.641599,-103.44264
ADMON. ALMACEN GENERAL,20.641599,-103.44264
ADOL GUZMAN MENDEZ,20.6619445,-103.2365556
ADOLFO CHRISTLIEB IBARROLA,20.432683,-103.232563
ADOLFO CHRISTLIEB IBARROLA,20.3418726,-102.7556101
ADOLFO CHRISTLIEB IBARROLA,20.5233925,-103.3935341
ADOLFO CHRISTLIEB IBARROLA,20.6650229,-103.207515
ADOLFO CHRISTLIEB IBARROLA,21.4287499,-101.794361
ADOLFO LOPEZ MATEOS,20.492041,-102.532714
ADOLFO LOPEZ MATEOS,20.900586,-103.832524
ADOLFO LOPEZ MATEOS,21.40516,-101.900899
ADOLFO LOPEZ MATEOS,19.1409722,-103.3944443
ADOLFO LOPEZ MATEOS,19.2102778,-102.9763889
ADOLFO LOPEZ MATEOS,19.3263611,-104.2799443
ADOLFO LOPEZ MATEOS,19.369611,-104.8781943
ADOLFO LOPEZ MATEOS,19.4672501,-104.1826667
ADOLFO LOPEZ MATEOS,19.6120555,-103.9579444
ADOLFO LOPEZ MATEOS,19.6140279,-103.8572499
ADOLFO LOPEZ MATEOS,19.7935277,-104.0531668
ADOLFO LOPEZ MATEOS,19.8033119,-104.2087105
ADOLFO LOPEZ MATEOS,19.8275556,-105.1618334
ADOLFO LOPEZ MATEOS,19.8905557,-104.4868334
ADOLFO LOPEZ MATEOS,19.9072947,-104.1632752
ADOLFO LOPEZ MATEOS,19.9425277,-102.8402222
ADOLFO LOPEZ MATEOS,19.9425832,-105.3740278
ADOLFO LOPEZ MATEOS,19.9660833,-103.5236945
ADOLFO LOPEZ MATEOS,20.0097501,-104.7048057
ADOLFO LOPEZ MATEOS,20.0336111,-104.0175
ADOLFO LOPEZ MATEOS,20.0946389,-104.7645833
ADOLFO LOPEZ MATEOS,20.1104444,-105.2613332
ADOLFO LOPEZ MATEOS,20.1609165,-103.1168332
ADOLFO LOPEZ MATEOS,20.2313613,-104.0039167
ADOLFO LOPEZ MATEOS,20.3111943,-102.9250279
ADOLFO LOPEZ MATEOS,20.3137501,-103.913361
ADOLFO LOPEZ MATEOS,20.341639,-102.470889
ADOLFO LOPEZ MATEOS,20.3810701,-102.9217899
ADOLFO LOPEZ MATEOS,20.3966111,-103.9476666
ADOLFO LOPEZ MATEOS,20.404889,-103.9840001
ADOLFO LOPEZ MATEOS,20.4082222,-103.1982221
ADOLFO LOPEZ MATEOS,20.4362521,-103.3115854
ADOLFO LOPEZ MATEOS,20.436389,-103.9884722
ADOLFO LOPEZ MATEOS,20.4563611,-103.1357501
ADOLFO LOPEZ MATEOS,20.4951233,-103.5718353
ADOLFO LOPEZ MATEOS,20.5465854,-103.4459156
ADOLFO LOPEZ MATEOS,20.551889,-102.353139
ADOLFO LOPEZ MATEOS,20.5844722,-102.17525
ADOLFO LOPEZ MATEOS,20.5848333,-102.1500833
ADOLFO LOPEZ MATEOS,20.612754,-103.3493821
ADOLFO LOPEZ MATEOS,20.6169722,-102.8637499
ADOLFO LOPEZ MATEOS,20.619392,-103.25507
ADOLFO LOPEZ MATEOS,20.6198333,-103.3930277
ADOLFO LOPEZ MATEOS,20.6219493,-105.219643
ADOLFO LOPEZ MATEOS,20.62263,-103.306241
ADOLFO LOPEZ MATEOS,20.6313057,-103.8981388
ADOLFO LOPEZ MATEOS,20.6361381,-103.3033041
ADOLFO LOPEZ MATEOS,20.6387358,-103.2703818
ADOLFO LOPEZ MATEOS,20.6477859,-103.4292612
ADOLFO LOPEZ MATEOS,20.654405,-103.695762
ADOLFO LOPEZ MATEOS,20.67984,-102.57417
ADOLFO LOPEZ MATEOS,20.7126668,-102.4585555
ADOLFO LOPEZ MATEOS,20.7159,-103.350873
ADOLFO LOPEZ MATEOS,20.7254025,-103.328883
ADOLFO LOPEZ MATEOS,20.7300365,-103.4059767
ADOLFO LOPEZ MATEOS,20.7424444,-102.6949723
ADOLFO LOPEZ MATEOS,20.7463036,-103.350515
ADOLFO LOPEZ MATEOS,20.748043,-103.3915214
ADOLFO LOPEZ MATEOS,20.7491423,-103.3603349
ADOLFO LOPEZ MATEOS,20.75288,-103.36263
ADOLFO LOPEZ MATEOS,20.7910833,-103.2092501
ADOLFO LOPEZ MATEOS,20.8025277,-103.4372777
ADOLFO LOPEZ MATEOS,20.836452,-102.8129494
ADOLFO LOPEZ MATEOS,20.8369443,-103.4249722
ADOLFO LOPEZ MATEOS,20.8618889,-102.7262501
ADOLFO LOPEZ MATEOS,20.8695555,-104.9774166
ADOLFO LOPEZ MATEOS,20.8757778,-103.0373331
ADOLFO LOPEZ MATEOS,20.8809167,-103.7091944
ADOLFO LOPEZ MATEOS,20.930791,-103.027085
ADOLFO LOPEZ MATEOS,20.940389,-102.5438889
ADOLFO LOPEZ MATEOS,21.0136804,-102.6145162
ADOLFO LOPEZ MATEOS,21.135,-104.1786111
ADOLFO LOPEZ MATEOS,21.1525455,-102.9026356
ADOLFO LOPEZ MATEOS,21.1679572,-102.4738274
ADOLFO LOPEZ MATEOS,21.2006666,-102.2460555
ADOLFO LOPEZ MATEOS,21.6068888,-102.4804999
ADOLFO LOPEZ MATEOS,21.7365832,-103.7931944
ADOLFO LOPEZ MATEOS,21.9069167,-104.1739167
ADOLFO LOPEZ MATEOS,22.1187614,-103.2624543
ADOLFO LOPEZ MATEOS,22.2737221,-103.1738333
ADOLFO RUIZ CORTINES,20.2965616,-102.552876
ADOLFO RUIZ CORTINES,20.7679444,-105.1549722
ADOLFO RUIZ CORTINEZ,19.2384909,-104.6939018
ADOLFO SANCHEZ VAZQUEZ,20.5168978,-103.3967011
ADOLFO SANCHEZ VAZQUEZ,20.5666232,-103.136282
ADOLFO SANCHEZ VAZQUEZ,20.5830834,-102.6281943
ADRIAN PUGA,20.3642138,-103.8173498
ADRIAN PUGA GOMEZ,20.5125244,-103.3758534
AEROPUERTO INTERNACIONAL 1,20.526119,-103.307693
AEROPUERTO INTERNACIONAL 2,20.526119,-103.307693
AGENCIA LA LADRILLERA SAN PEDRO TLAQUEPAQUE,20.58141,-103.330954
AGENCIA LOMA BONITA SAN PEDRO TLAQUEPAQUE,20.627828,-103.401473
AGUA AZUL,20.658343,-103.350711
AGUSTIN BASAVE DEL CASTILLO NEGRETE,20.524905,-103.337025
AGUSTIN BASAVE DEL CASTILLO NEGRETE,20.5269,-103.35113
AGUSTIN DE ITURBIDE,20.0867716,-103.8602393
AGUSTIN DE ITURBIDE,20.5062134,-103.3540099
AGUSTIN DE ITURBIDE,20.525464,-103.380275
AGUSTIN DE ITURBIDE,20.64831,-103.3228929
AGUSTIN DE ITURBIDE,20.7803131,-105.1532216
AGUSTIN DE ITURBIDE,20.8356667,-102.5915834
AGUSTIN DE ITURBIDE,20.9200833,-104.8767778
AGUSTIN DE LA ROSA,20.7352837,-103.3629741
AGUSTIN DE LA ROSA,20.8252088,-102.5934976
AGUSTIN DE LA ROSA,21.0086111,-102.0433333
AGUSTIN FLORES,19.9421731,-105.2450893
AGUSTIN FLORES CONTRERAS,20.6077615,-105.2344695
AGUSTIN FLORES CONTRERAS,20.6084562,-105.2253724
AGUSTIN MELGAR,20.0842,-104.096693
AGUSTIN MELGAR,20.6744,-105.247198
AGUSTIN MELGAR,19.4449613,-103.5012556
AGUSTIN MELGAR,19.4531943,-104.5118889
AGUSTIN MELGAR,19.6210192,-104.536138
AGUSTIN MELGAR,19.6668056,-103.2647777
AGUSTIN MELGAR,19.8029066,-104.2240439
AGUSTIN MELGAR,19.8165555,-104.4098887
AGUSTIN MELGAR,19.8411945,-104.2718611
AGUSTIN MELGAR,20.2202776,-104.3283611
AGUSTIN MELGAR,20.4819,-103.40891
AGUSTIN MELGAR,20.489896,-103.408929
AGUSTIN MELGAR,20.5032221,-102.5324444
AGUSTIN MELGAR,20.5278887,-103.2887107
AGUSTIN MELGAR,20.6172778,-102.1469722
AGUSTIN MELGAR,20.68383,-103.26345
AGUSTIN MELGAR,20.7731842,-103.6882938
AGUSTIN MELGAR,20.793287,-103.472996
AGUSTIN MELGAR,22.0419166,-103.7367777
AGUSTIN RIVERA,19.9487501,-104.3412498
AGUSTIN RIVERA,21.3427121,-101.9477189
AGUSTIN RIVERA,21.3733469,-101.9279349
AGUSTIN RIVERA Y SANROMAN,20.638309,-103.2487629
AGUSTIN RIVERA Y SANROMAN,20.6900907,-103.3421682
AGUSTIN YAÑEZ,19.632171,-103.443061
AGUSTIN YAÑEZ,19.806872,-104.2056829
AGUSTIN YAÑEZ,19.852639,-103.713111
AGUSTIN YAÑEZ,20.0262776,-105.2446389
AGUSTIN YAÑEZ,20.0873334,-103.4764723
AGUSTIN YAÑEZ,20.3260229,-103.4783816
AGUSTIN YAÑEZ,20.3705817,-103.8308285
AGUSTIN YAÑEZ,20.4013889,-103.8513333
AGUSTIN YAÑEZ,20.4043056,-102.9836943
AGUSTIN YAÑEZ,20.4375278,-105.5489165
AGUSTIN YAÑEZ,20.5238056,-103.3853056
AGUSTIN YAÑEZ,20.5734723,-101.971
AGUSTIN YAÑEZ,20.5839411,-103.3271301
AGUSTIN YAÑEZ,20.5910808,-103.3407285
AGUSTIN YAÑEZ,20.5972315,-103.3212352
AGUSTIN YAÑEZ,20.6008323,-103.3169359
AGUSTIN YAÑEZ,20.606827,-103.280752
AGUSTIN YAÑEZ,20.6269807,-105.2188304
AGUSTIN YAÑEZ,20.6292034,-103.3897771
AGUSTIN YAÑEZ,20.6369823,-103.375869
AGUSTIN YAÑEZ,20.6473945,-103.4401476
AGUSTIN YAÑEZ,20.656069,-103.296569
AGUSTIN YAÑEZ,20.6599209,-103.2899282
AGUSTIN YAÑEZ,20.66657,-103.710474
AGUSTIN YAÑEZ,20.6778515,-103.4352119
AGUSTIN YAÑEZ,20.6795817,-103.3239392
AGUSTIN YAÑEZ,20.6942812,-103.2652165
AGUSTIN YAÑEZ,20.6989818,-103.2850676
AGUSTIN YAÑEZ,20.7183547,-103.339148
AGUSTIN YAÑEZ,20.7187869,-103.3261215
AGUSTIN YAÑEZ,20.7326741,-103.314746
AGUSTIN YAÑEZ,20.7431942,-103.4395456
AGUSTIN YAÑEZ,20.7610001,-102.7711946
AGUSTIN YAÑEZ,20.8178203,-102.5954846
AGUSTIN YAÑEZ,21.05725,-102.9243332
AGUSTIN YAÑEZ DELGADILLO,19.605889,-104.442317
AGUSTIN YAÑEZ DELGADILLO,20.3475788,-103.6759938
AGUSTIN YAÑEZ DELGADILLO,20.3614659,-103.7300504
AGUSTIN YAÑEZ DELGADILLO,20.4333754,-103.36068
AGUSTIN YAÑEZ DELGADILLO,20.7608056,-105.1625832
AGUSTIN YAÑEZ DELGADILLO,20.761235,-104.8514764
AGUSTIN YAÑEZ DELGADILLO,20.762163,-103.392248
AGUSTIN YAÑEZ DELGADILLO,21.2605556,-102.2586111
AIDA ELIZONDO DE GIL PRECIADO,20.54479,-104.04671
AIDA ELIZONDO DE GIL PRECIADO,20.6789203,-103.3588067
AITSARIE,22.1532779,-104.1096389
AKERI,22.0075,-104.0933333
AKERI,22.0810555,-104.0620835
ALAMEDA,20.6805,-103.338964
ALBA Y MAZUCA,21.4367022,-102.574904
ALBERGUE TOLIMAN,19.6111111,-103.9294444
ALBERT EINSTEIN,20.6734095,-103.3021522
ALBERTO CARDENAS JIMENEZ,19.2894444,-102.7788889
ALBERTO EINSTEIN,20.6342223,-102.6466665
ALBERTO LADRON DE GUEVARA JIMENEZ,20.5262222,-103.4641112
ALBERTO MIGUEL RODRIGUEZ FAISAL,20.762482,-103.690105
ALBERTO OROZCO ROMERO,21.005659,-102.181599
ALBERTO OROZCO ROMERO,20.6897394,-103.2831956
ALBERTO OROZCO ROMERO,21.8326964,-103.7804288
ALBERTO SABIN,20.6671044,-103.3340969
ALBERTO TERAN,20.4880278,-103.5496389
ALBERTO TERAN,20.6888888,-102.9924167
ALBERTO TERAN,20.7386628,-103.4077501
ALBERTO TERAN,20.8825159,-104.087333
ALEGRIA,20.2495556,-103.633389
ALEJA CAMARENA,20.6888135,-103.3309977
ALEJANDRA RODRIGUEZ MONTAÑEZ,21.1668064,-102.462831
ALFONSO GONZALEZ LOPEZ,21.674401,-102.590202
ALFONSO GUTIERREZ HERMOSILLO,20.6744913,-103.3347541
ALFONSO REYES,19.7684166,-103.1303889
ALFONSO REYES,20.3177777,-104.973139
ALFONSO REYES,20.4507221,-103.2548334
ALFONSO REYES,20.57,-102.4227778
ALFONSO REYES,20.5777223,-102.7198888
ALFONSO REYES,20.5800464,-102.3828002
ALFONSO REYES,20.8108334,-103.0309167
ALFRED NOBEL,20.6479943,-103.373992
ALFREDO LOPEZ AUSTIN,22.094722,-103.876944
ALFREDO RAMON PLASCENCIA,20.6329121,-103.2913551
ALFREDO V BONFIL,20.6262008,-103.4058539
ALFREDO V BONFIL,20.6311114,-103.2767142
ALFREDO V BONFIL,20.7127108,-103.4507965
ALFREDO VELASCO CISNEROS,19.69289,-103.473525
ALITZEL,20.6483564,-103.3294148
ALMA ANGELINA MORETT GUERRERO,20.6999607,-103.3227843
ALMA ROSA PADILLA RODRIGUEZ,20.764295,-103.451493
ALMACEN GENERAL ZACOALCO DE TORRES,20.229088,-103.576386
ALUMBRADO PUBLICO SAN PEDRO TLAQUEPAQUE,20.634024,-103.316273
ALVARO GALVEZ Y FUENTES,20.5416667,-103.058
ALVARO GALVEZ Y FUENTES,21.4985834,-101.8761666
ALVARO OBREGON,19.222058,-104.699123
ALVARO OBREGON,19.3920278,-103.5284167
ALVARO OBREGON,20.000861,-104.1865277
ALVARO OBREGON,20.3387499,-104.5369721
ALVARO OBREGON,20.4068889,-102.7187778
ALVARO OBREGON,20.4480556,-103.2529167
ALVARO OBREGON,20.4492779,-102.7175001
ALVARO OBREGON,20.4780554,-102.7745833
ALVARO OBREGON,20.5462779,-102.5763612
ALVARO OBREGON,20.7507222,-102.7856391
ALVARO OBREGON,20.7739609,-103.6922156
ALVARO OBREGON,20.875097,-103.1509311
ALVARO OBREGON,20.927226,-103.035912
ALVARO OBREGON,21.2242222,-102.3929443
AMADO AGUIRRE,20.7619368,-104.8576104
AMADO M RIVAS,20.2801171,-102.5474547
AMADO NERVO,19.2991667,-102.8780556
AMADO NERVO,19.4591395,-103.3042862
AMADO NERVO,19.7161111,-103.4715885
AMADO NERVO,19.7727251,-104.3699681
AMADO NERVO,19.7806111,-103.712
AMADO NERVO,20.1076666,-103.2623332
AMADO NERVO,20.1288889,-103.304278
AMADO NERVO,20.2841387,-104.5108057
AMADO NERVO,20.2916162,-102.7203495
AMADO NERVO,20.315197,-105.316074
AMADO NERVO,20.3361821,-103.0130494
AMADO NERVO,20.3488333,-103.8898055
AMADO NERVO,20.3542054,-102.7652496
AMADO NERVO,20.367891,-103.822031
AMADO NERVO,20.4525834,-104.0285555
AMADO NERVO,20.4526112,-102.0880555
AMADO NERVO,20.4687778,-102.1726388
AMADO NERVO,20.6307778,-102.7163889
AMADO NERVO,20.6423743,-103.2539528
AMADO NERVO,20.654804,-103.695786
AMADO NERVO,20.6596656,-105.2374501
AMADO NERVO,20.6806945,-102.4793057
AMADO NERVO,20.70291,-103.321532
AMADO NERVO,20.7299723,-103.6656111
AMADO NERVO,20.7466952,-102.5293566
AMADO NERVO,20.7779445,-102.2505278
AMADO NERVO,20.7807449,-103.39917
AMADO NERVO,20.794147,-103.496409
AMADO NERVO,20.8015719,-103.466504
AMADO NERVO,20.8604166,-105.130111
AMADO NERVO,20.862389,-105.132194
AMADO NERVO,20.92858,-103.03527
AMADO NERVO,20.9289442,-104.60275
AMADO NERVO,20.9525715,-102.6675824
AMADO NERVO,21.1085001,-101.8341667
AMADO NERVO,21.3269723,-102.1380833
AMADO NERVO,21.3607778,-102.3679443
AMADO NERVO,21.376389,-101.9568331
AMADO NERVO,21.6809167,-102.022639
AMADO NERVO,22.2144722,-103.2267778
AMADO RUIZ SANCHEZ,20.4482752,-103.3072723
AMANDO J DE ALBA,21.5202561,-102.23769
AMELIA BELL,20.7187154,-103.3662673
AMELIA COVARRUBIAS COVARRUBIAS,20.7237606,-103.3209675
AMELIA GUADALUPE COVARRUBIAS COVARRUBIAS,20.6268191,-103.3734519
AMELIA VILLASEÑOR Y VILLASEÑOR,20.7109095,-103.3220389
AMERICA,19.4953057,-103.4029444
AMERICA,19.7967223,-104.7196668
AMERICA,20.6419477,-103.3731039
AMERICA,22.615389,-103.9209444
AMERICAS UNIDAS,20.6088231,-103.3401999
AMIGOS DEL CONOCIMIENTO,20.7021143,-103.3363612
AMOCHTLAPOILISTLI,19.4955556,-104.0830556
AMPARO CAMACHO,19.4806942,-103.4611666
ANA MARIA CASILLAS,21.2642942,-102.777525
ANA MARIA CASILLAS MEZA,20.6487561,-103.4358117
ANA MARIA GUTIERREZ MALDONADO,20.5781594,-103.1220185
ANAHUAC,20.006603,-103.158509
ANAHUAC,19.9818744,-103.2543871
ANAHUAC,20.5368922,-104.0278596
ANAHUAC,20.6779947,-103.2623059
ANAHUAC,20.7211134,-103.3658787
ANAHUAC,20.8618335,-103.7873611
"ANDADOR ""HIDALGO""",19.919464,-103.01872
ANDADOR 20 DE NOVIEMBRE,20.720196,-103.391111
ANDADOR CORONILLA,20.676731,-103.35293
ANDADOR INDEPENDENCIA 1,20.639029,-103.309777
ANDADOR INDEPENDENCIA 2,20.639304,-103.309792
ANDRES FIGUEROA,19.4108799,-103.5515902
ANDRES FIGUEROA,19.4986389,-104.317611
ANDRES FIGUEROA,20.6532045,-103.3167033
ANDRES QUINTANA ROO,22.1355556,-104.2794444
ANDRES QUINTANA ROO,20.525028,-103.336448
ANDRES QUINTANA ROO,20.6506666,-102.9674721
ANDRES SANDOVAL,20.6572913,-103.3294356
ANDRES TERAN,20.4509444,-103.8036111
ANDREW FLEMING,19.790811,-103.4691224
ANEXA A LA NORMAL,19.7027371,-103.4730675
ANGEL EFREN DEL CAMPO VALLE,20.603089,-103.074771
ANGEL ROMERO LLAMAS,20.696984,-103.392111
ANGELA PERALTA,20.4406774,-102.3907797
ANGELA PERALTA,20.6621251,-103.2842986
ANGELA PERALTA,21.2211111,-101.8463889
ANITA CARDENAS MIRANDA,20.5497993,-103.4378098
ANSELMO RAMIREZ,21.0368527,-102.3997571
ANTIGUA GUADALAJARA,20.8199723,-103.1909722
ANTONIA MUÑOZ MONTES,20.64465,-103.328028
ANTONIA MUÑOZ MONTES,20.6856765,-103.3191617
ANTONIO ACEVEDO ESCOBEDO,20.5496944,-103.4351667
ANTONIO AGUILAR RAMIREZ,20.5318698,-103.4309579
ANTONIO AGUILAR RAMIREZ,20.6930089,-103.3055459
ANTONIO ALVAREZ ESPARZA,20.6219,-103.304666
ANTONIO CASO,19.2434028,-104.5584973
ANTONIO CASO,19.4670001,-104.1824722
ANTONIO CASO,20.4076668,-102.4186112
ANTONIO CASO,20.7009907,-103.3596657
ANTONIO CASO,20.8517777,-103.2567776
ANTONIO CASO,20.8642778,-102.6519167
